,overall
52234,68
37029,67
25882,60
71392,65
108265,63
100671,70
21278,66
115024,77
77727,55
67013,70
120867,68
51749,68
32224,73
26695,59
128974,59
9665,61
91531,62
12358,57
89797,64
125322,64
78238,53
15228,81
58885,61
37105,67
100007,71
4206,68
112513,56
123331,65
104780,66
115742,75
3877,68
21385,66
108103,63
128079,61
56056,64
53585,66
3761,68
3111,69
34163,70
6340,65
22962,64
54537,66
86009,68
34941,69
96621,79
86839,67
53287,67
6207,65
35367,68
37312,66
129758,58
83797,70
100320,71
10707,60
9889,61
61976,52
89131,65
25549,61
100597,70
78021,54
8272,63
77635,56
52018,68
35309,68
99823,71
90468,63
59562,59
124290,65
72785,64
13846,53
67319,70
17747,72
79171,82
26296,60
73629,63
20865,67
28264,55
86424,67
33940,70
11399,59
107030,64
32349,72
118185,71
22053,65
16085,76
130816,55
58876,61
95956,50
112443,56
14783,49
63009,79
123000,66
14540,50
114730,78
64814,74
28715,53
52690,67
95797,51
109741,61
57054,63
10953,59
112576,56
120091,68
123110,66
21186,66
121413,67
123562,65
97491,76
41783,61
109355,61
61201,55
77491,56
124888,64
41304,62
81232,74
107197,64
73302,63
52184,68
20109,68
94367,57
98026,75
91680,62
96192,85
88563,65
76527,59
15256,81
125452,64
84931,69
72474,64
2839,70
61644,54
124539,64
50674,70
47363,75
129701,58
44493,55
24459,63
67441,70
30460,77
5377,66
97057,77
75391,61
54682,65
14171,52
103204,67
29243,50
120933,68
112940,55
66800,71
22470,65
52252,68
6645,64
55575,64
63629,76
82543,72
70633,66
113307,53
73813,63
35770,68
17641,72
76317,59
68745,68
65138,73
5235,66
116675,73
107453,63
50741,70
73517,63
47214,75
30725,76
26333,60
28813,53
36026,68
19756,68
50352,70
55224,65
28399,55
114678,79
110041,60
47736,74
47099,76
70832,66
101621,69
75191,61
31993,73
119218,69
6983,64
13096,55
19268,69
120248,68
81095,74
51890,68
2555,71
32475,72
44149,56
51294,69
90991,63
57365,63
76989,58
130623,56
31256,75
117957,71
42464,60
32703,72
56675,63
119664,69
65865,72
107303,63
61097,56
104466,66
78023,54
113540,52
80063,77
113245,53
105234,65
126057,63
40905,62
77257,57
90302,63
366,79
105902,65
54117,66
27113,58
85660,68
129143,59
33727,70
87116,66
65330,73
25146,62
69190,68
17667,72
18742,70
96975,77
14262,52
43836,57
7611,63
49753,71
18886,70
64675,74
103115,67
53929,66
18294,71
24757,62
41643,61
32871,72
107977,63
68570,68
75275,61
79534,79
124544,64
2223,71
8764,62
47229,75
2853,70
50836,69
128457,60
50348,70
28551,54
41101,62
55217,65
73240,64
37691,66
92020,61
117863,71
12341,57
121536,67
123840,65
13845,53
27706,57
47419,75
75418,61
130643,56
20695,67
15148,82
43362,58
69455,67
76181,59
57750,62
57361,63
55123,65
99739,71
129085,59
113711,51
22013,66
96245,84
15313,80
63170,78
95553,53
61133,56
30489,77
126444,63
66041,72
32599,72
58211,62
56248,64
759,76
31377,74
5389,66
48755,72
73833,63
81456,73
10664,60
529,77
22357,65
106567,64
18196,71
5297,66
120334,68
95791,51
29117,51
56265,64
34370,70
24548,62
103828,67
70021,67
50974,69
129137,59
131606,52
49028,72
122172,66
97252,76
82763,71
124118,65
123066,66
110251,60
43973,56
33799,70
41082,62
57372,63
63069,79
75623,60
62980,79
83683,70
16095,76
25557,61
44301,55
94434,57
24966,62
17783,72
21424,66
11483,58
91244,62
110451,60
63032,79
106789,64
92516,61
49514,71
41915,61
33571,71
19162,69
6421,65
57152,63
16613,74
111071,59
84971,69
95371,54
128463,60
90614,63
120284,68
56617,63
110790,59
114345,81
52311,68
52254,68
82671,72
17308,73
54624,65
1745,73
31530,74
114037,48
79337,80
40953,62
28536,54
130228,57
18520,70
84319,69
3056,69
126856,62
107100,64
78172,54
78118,54
81579,73
75097,61
2907,70
78428,52
103067,67
108568,62
116470,73
49534,71
103219,67
25128,62
2055,72
5989,65
14652,50
57038,63
2871,70
31653,74
14701,49
47520,75
36002,68
9235,62
107555,63
93766,58
101046,70
65821,72
83016,71
11751,58
35746,68
18366,70
77137,57
99382,72
19766,68
94516,57
11190,59
130443,56
119768,69
66665,71
68532,68
13089,55
27818,56
71797,65
12392,57
120253,68
67002,70
116942,73
32091,73
20546,67
116037,74
90669,63
54666,65
32757,72
51546,69
71534,65
48065,73
28698,53
79475,79
115165,76
36817,67
65680,72
10493,60
31576,74
61558,54
97842,75
65323,73
32735,72
53033,67
32671,72
95647,52
77710,55
17982,71
37684,66
70790,66
90998,63
119318,69
121247,67
67007,70
43797,57
68184,69
121972,67
16657,74
111718,58
55395,65
23311,64
94362,57
117197,72
17061,73
98674,73
117521,72
108916,62
30641,76
7606,63
6100,65
2791,70
33423,71
30043,79
56541,63
56896,63
10083,60
18826,70
17524,72
107140,64
53163,67
27038,58
116507,73
51661,68
129048,59
54051,66
111226,59
62947,79
60460,58
40244,63
105471,65
58084,62
117991,71
101367,69
58136,62
32316,73
8353,63
131588,52
48736,72
82819,71
107797,63
112564,56
63543,77
13237,55
13949,53
71395,65
121163,67
36773,67
2587,70
95314,54
35870,68
54101,66
125658,63
131539,53
4861,67
23880,63
4125,68
78280,53
1099,74
41458,61
92205,61
2369,71
117587,72
108856,62
115687,75
45521,48
125185,64
97979,75
126598,62
9367,61
61001,56
80712,75
13491,54
57679,62
56686,63
13986,53
66502,71
113358,53
20512,67
92275,61
114531,80
58858,61
37251,66
59439,60
1160,74
109979,60
125503,63
5787,65
108940,62
42080,60
59442,60
32675,72
129459,59
56653,63
61043,56
51303,69
69196,68
114107,87
25752,61
52884,67
91019,63
21959,66
28121,55
36597,67
11994,58
61412,55
62504,85
91528,62
13400,55
23635,64
18595,70
6607,64
41935,61
91728,62
36313,67
13502,54
35510,68
80137,76
20993,67
19286,69
27393,57
125374,64
115585,75
26250,60
66182,71
47146,75
8482,62
16260,75
57325,63
91380,62
67310,70
75073,61
12088,57
125492,63
130880,55
11661,58
17976,71
38470,65
45245,51
109090,62
9994,61
85724,68
1231,74
52618,67
2283,71
70938,66
98641,73
113484,52
105030,66
126865,62
53963,66
60384,58
29093,51
4818,67
64318,75
14172,52
106104,65
27428,57
23201,64
76033,60
74932,61
52153,68
13879,53
10033,60
80002,77
40126,63
43816,57
35905,68
61902,52
33294,71
117648,71
30344,77
88128,65
7372,64
78224,53
25140,62
38798,65
97726,75
57289,63
46948,76
76716,58
15681,78
13754,54
105287,65
75875,60
10738,60
125134,64
95724,52
13035,56
97012,77
88593,65
80239,76
3006,70
664,76
95400,54
52218,68
8410,63
16165,76
59584,59
131428,53
13433,55
130320,57
30274,77
88850,65
103373,67
73459,63
73448,63
109962,60
94089,58
68250,69
101268,69
94687,56
77940,54
49567,71
13468,54
42440,60
118148,71
113878,50
62480,86
75084,61
106569,64
128447,60
93645,59
22678,65
115895,75
108482,62
32450,72
23743,63
3406,69
122575,66
60558,57
90491,63
54865,65
101830,69
71453,65
81994,72
71093,66
87443,66
9157,62
3966,68
12792,56
108375,62
88212,65
57610,62
12202,57
117525,72
30103,78
98137,74
63552,77
34264,70
108602,62
18603,70
13325,55
80935,74
60124,58
38541,65
73806,63
103492,67
18813,70
4619,67
26264,60
15263,81
98631,73
20046,68
125069,64
80538,75
106992,64
86037,67
39396,64
71214,66
8893,62
23478,64
7086,64
46114,80
97739,75
56461,64
7137,64
102639,68
63059,79
85053,68
77968,54
32829,72
116125,74
122752,66
126312,63
35714,68
131416,53
67877,69
91054,63
36052,68
128630,60
116616,73
125922,63
19488,69
87509,66
30797,76
49641,71
16104,76
1278,74
17261,73
11224,59
58616,61
69387,67
102286,68
54740,65
114419,81
15206,81
109470,61
6470,65
48344,73
17979,71
31706,74
120777,68
102487,68
16554,75
9646,61
66833,71
125570,63
114002,49
14771,49
77978,54
79889,77
66315,71
14229,52
38032,66
96484,80
19550,69
27234,58
131183,54
45402,50
63096,78
101501,69
59924,59
61694,53
39835,64
14258,52
79154,82
90483,63
54638,65
7689,63
126277,63
122046,67
1916,72
114606,79
66904,70
106822,64
25986,60
43498,58
117356,72
20312,68
81413,73
57740,62
91493,62
48583,72
97160,77
65389,73
21783,66
75985,60
82031,72
21206,66
107093,64
6230,65
20673,67
15709,77
34298,70
4551,67
15799,77
131253,54
14165,52
83373,70
58230,62
20371,68
104008,67
33074,71
59334,60
116001,74
38097,65
107674,63
57647,62
99216,72
71630,65
118303,71
10729,60
24903,62
7001,64
57268,63
46370,78
83048,71
68380,69
61077,56
45749,83
118578,70
79878,77
83161,71
19241,69
6649,64
89501,64
35546,68
33650,71
117295,72
110885,59
27700,57
129657,58
116059,74
78283,53
100488,70
36866,67
73771,63
68815,68
1772,72
49759,71
122298,66
119891,69
83243,71
10031,60
53219,67
7996,63
11469,58
101832,69
90616,63
50430,70
80043,77
82258,72
29554,83
39755,64
54574,65
17101,73
54376,66
7647,63
107463,63
57134,63
61037,56
34620,69
105982,65
22215,65
107507,63
46399,78
89108,65
94586,56
66581,71
82552,72
116836,73
37823,66
66126,71
100929,70
6626,64
67694,69
14593,50
4379,67
20562,67
63884,76
123297,65
129326,59
124453,64
78721,50
60054,58
105464,65
40461,63
120289,68
32962,72
82986,71
19903,68
6951,64
57168,63
84290,69
116938,73
62870,80
25665,61
889,75
37393,66
2576,70
117388,72
67030,70
37584,66
113294,53
109852,61
131678,52
116323,74
85036,68
51868,68
91824,62
5618,66
63356,77
63643,76
18436,70
127406,62
103552,67
12248,57
35641,68
39947,63
3536,69
79991,77
67282,70
92793,60
8954,62
100119,71
27574,57
110931,59
107253,64
26233,60
37619,66
78411,52
82507,72
73887,63
18711,70
97648,75
11556,58
84470,69
78911,46
99000,73
55944,64
126919,62
107703,63
102642,68
97387,76
29809,80
107388,63
106334,64
73705,63
34287,70
131370,53
84927,69
20960,67
19042,69
5358,66
121526,67
40388,63
87625,66
38662,65
44907,53
63727,76
85114,68
31407,74
27919,56
49764,71
78092,54
51520,69
108580,62
88085,66
58443,61
62941,79
117589,72
87811,66
89370,64
54442,66
85056,68
47754,74
48529,73
99363,72
78850,49
68243,69
94155,58
80911,74
94229,57
13940,53
41301,62
10330,60
81648,73
123015,66
57870,62
108320,62
84345,69
3070,69
44925,53
1825,72
80585,75
62687,82
29239,50
98808,73
9394,61
118934,70
24855,62
78163,54
75111,61
79472,79
40206,63
77028,57
109041,62
35544,68
55455,65
21172,66
59583,59
116215,74
30535,77
54926,65
47506,75
42489,60
15893,77
99319,72
800,76
104809,66
126590,62
127640,61
121997,67
127933,61
93617,59
37581,66
15429,79
98335,74
122737,66
32790,72
57384,63
47865,74
54096,66
53756,66
9386,61
67662,69
121171,67
128513,60
16918,73
102807,68
82201,72
7295,64
94649,56
7139,64
131932,50
126560,62
101327,69
31823,73
108295,63
23196,64
68284,69
93140,60
72141,65
32624,72
79572,79
32389,72
127039,62
91826,62
101998,69
59192,60
106232,64
41549,61
115118,77
10645,60
51171,69
119965,69
8022,63
48805,72
124619,64
63690,76
91187,62
19629,68
127146,62
12650,56
20917,67
33416,71
119971,69
119876,69
45594,45
51211,69
122811,66
95254,54
122040,67
81712,73
77424,56
116412,73
101175,70
3647,68
27754,57
33234,71
121489,67
54869,65
29584,83
9961,61
26739,59
4280,67
14,87
126433,63
75608,60
106890,64
58061,62
22341,65
60469,58
7596,63
21987,66
118870,70
43114,58
73097,64
48359,73
60668,57
42170,60
24916,62
8951,62
117402,72
94273,57
46326,78
106370,64
127784,61
25230,61
61175,55
28566,54
67648,70
116126,74
75443,61
35297,68
113074,54
7447,64
25103,62
74935,61
26896,59
46842,76
62247,50
86187,67
176,81
44113,56
100294,71
60015,59
124999,64
103481,67
29699,81
85613,68
72423,64
77034,57
24600,62
65754,72
39545,64
22113,65
96764,78
72810,64
90750,63
52111,68
42020,60
112520,56
13375,55
40944,62
131889,51
76285,59
61989,52
50140,70
48224,73
124553,64
101887,69
47170,75
100475,70
32082,73
94181,58
64418,74
6530,65
53223,67
15042,86
99494,72
72223,65
120354,68
32937,72
93142,60
98260,74
79230,82
61965,52
42850,59
78594,51
101158,70
96305,83
102740,68
16372,75
86082,67
86869,67
35809,68
131301,54
128552,60
77080,57
7063,64
108550,62
66699,71
60901,56
87601,66
79484,79
60638,57
60847,56
93245,59
53746,66
116679,73
97905,75
100922,70
112146,57
5230,66
99233,72
77664,55
49923,71
122317,66
65966,72
59295,60
32596,72
109817,61
112958,54
131112,54
13371,55
5706,66
49050,72
84102,70
127071,62
4263,67
14923,47
25414,61
120517,68
22015,65
10255,60
118436,70
42560,60
45964,81
66713,71
59406,60
75173,61
34049,70
70568,66
28118,55
45986,81
5597,66
14843,48
1193,74
86764,67
22778,65
86043,67
83986,70
44754,54
85411,68
62023,52
101131,70
22988,64
69434,67
22819,65
103578,67
118367,70
123834,65
73502,63
18199,71
24311,63
42619,59
73781,63
128605,60
43921,56
78259,53
99737,71
15863,77
91701,62
74383,62
80092,77
37396,66
95008,55
91428,62
98750,73
23440,64
109964,60
96409,81
52782,67
126448,63
89995,64
106533,64
55923,64
29981,79
130758,55
1823,72
15651,78
28334,55
61856,53
36474,67
33512,71
89346,64
116640,73
22166,65
20707,67
106761,64
46383,78
117343,72
75895,60
105543,65
64154,75
114619,79
34096,70
28178,55
41684,61
32742,72
10960,59
77979,54
45550,48
41722,61
35030,69
10641,60
20935,67
114656,79
97327,76
27462,57
54196,66
129126,59
67888,69
21608,66
19826,68
78858,49
130846,55
7175,64
62972,79
89376,64
45368,50
85181,68
62305,50
17806,71
34216,70
77739,55
120666,68
34002,70
8567,62
52210,68
66686,71
26324,60
79042,84
126714,62
114307,82
131565,53
13753,54
107004,64
77354,57
73118,64
22036,65
39460,64
117647,71
128612,60
22030,65
49919,71
11574,58
110973,59
96714,79
95573,53
108386,62
99750,71
14336,51
23124,64
13761,54
23816,63
131850,51
955,75
37679,66
128817,60
6755,64
120546,68
2572,70
85306,68
76923,58
28842,53
74448,62
73817,63
125392,64
111389,58
37157,66
50080,70
22743,65
10529,60
43081,58
56247,64
37002,67
128223,61
26814,59
84099,70
30136,78
1608,73
127157,62
65154,73
102193,68
56139,64
18574,70
15678,78
123054,66
73123,64
110834,59
123267,65
56464,64
126901,62
15463,79
185,81
94106,58
120409,68
19652,68
68832,68
30785,76
120567,68
119434,69
81837,73
55120,65
28084,56
81522,73
68336,69
16540,75
22631,65
73575,63
82207,72
37498,66
95146,55
126692,62
130331,57
95906,50
122239,66
71599,65
24319,63
39533,64
35769,68
1014,75
42496,60
15524,79
5074,66
120612,68
66210,71
74915,61
111326,58
34595,69
131935,50
113445,52
128857,60
4906,67
41957,61
43646,57
80752,75
7700,63
6845,64
60485,57
16502,75
120687,68
126760,62
7184,64
21,86
26287,60
81562,73
56910,63
39784,64
15928,76
84533,69
104298,66
112661,55
99751,71
59796,59
47308,75
82464,72
25094,62
46087,80
124078,65
128828,60
68509,68
53483,67
50843,69
67927,69
91607,62
85228,68
110254,60
99575,72
93211,60
18027,71
31323,75
21460,66
51200,69
87021,66
37639,66
58485,61
105694,65
34742,69
122831,66
1956,72
67234,70
45214,52
45461,49
131830,51
12049,58
87615,66
77850,55
63390,77
103916,67
86859,67
49979,70
37207,66
2844,70
120506,68
120110,68
69165,68
57828,62
116029,74
2563,70
55391,65
2942,70
95622,52
77333,57
68614,68
44567,54
31866,73
105871,65
4471,67
83506,70
39131,64
73903,63
37068,67
91702,62
25437,61
36940,67
9572,61
110911,59
35131,69
19108,69
100789,70
120182,68
92670,60
121309,67
43905,56
61963,52
121032,67
99318,72
91199,62
23096,64
71271,66
79047,84
97956,75
67454,70
93253,59
101953,69
126036,63
8277,63
61513,54
101017,70
4482,67
59258,60
116684,73
26089,60
1076,74
66363,71
38738,65
8408,63
59381,60
131322,54
32021,73
22990,64
122566,66
67141,70
39166,64
120118,68
34869,69
110273,60
18661,70
58764,61
79265,81
111430,58
29993,79
130102,57
12422,57
19117,69
2759,70
2155,72
6393,65
126738,62
88587,65
57551,62
115274,76
27006,58
12346,57
1884,72
60265,58
126107,63
98093,74
38405,65
34929,69
10326,60
8320,63
104622,66
112623,56
121825,67
37079,67
77178,57
4049,68
54533,66
121638,67
107382,63
93241,59
74638,62
105661,65
93151,60
63678,76
68018,69
20053,68
75205,61
32350,72
6578,65
117411,72
27874,56
29526,84
84748,69
45905,82
10955,59
1819,72
109879,61
22507,65
4716,67
100683,70
68737,68
99696,72
91599,62
116445,73
99499,72
81076,74
61934,52
15105,83
112994,54
114616,79
95918,50
3479,69
15839,77
38626,65
10608,60
80510,75
22110,65
112057,57
70485,66
18019,71
3357,69
105708,65
76832,58
98021,75
95787,51
120226,68
44193,56
32128,73
107855,63
42420,60
12064,58
48857,72
78610,51
97605,75
21290,66
62190,51
130790,55
64443,74
125891,63
39482,64
61898,52
7360,64
87539,66
61739,53
102109,68
60822,57
93780,58
47792,74
77168,57
8798,62
4389,67
100860,70
41439,61
2361,71
85359,68
0,93
44578,54
30786,76
98743,73
115092,77
111926,57
90904,63
7155,64
47558,75
30500,77
95542,53
44756,54
72124,65
26045,60
92030,61
96679,79
35240,69
117101,72
19004,69
30068,78
127466,62
125066,64
59962,59
61277,55
46124,80
105007,66
128988,59
83283,71
83914,70
814,76
86224,67
19601,69
80952,74
90440,63
123121,66
59360,60
32247,73
23535,64
4009,68
54930,65
39734,64
21391,66
111762,58
27982,56
126678,62
22395,65
63497,77
71051,66
116475,73
83019,71
89504,64
2427,71
104036,67
73153,64
46345,78
86107,67
119025,70
4511,67
112743,55
114316,82
131285,54
114104,87
65371,73
63082,79
45519,48
113054,54
89019,65
35871,68
102927,68
69133,68
62319,50
103371,67
110639,60
121132,67
129700,58
37261,66
75950,60
17520,72
109847,61
3199,69
13316,55
45653,86
104946,66
44980,53
70544,66
101130,70
105651,65
38001,66
106149,65
53988,66
10450,60
84061,70
91601,62
18969,69
71952,65
58802,61
79610,79
39231,64
67159,70
52769,67
51025,69
81932,73
107330,63
112049,57
17707,72
117926,71
53607,66
86570,67
36868,67
30608,76
10156,60
75732,60
91088,63
86939,67
75096,61
71445,65
13953,53
107488,63
98034,75
29139,51
27331,58
75668,60
116240,74
102944,68
58012,62
118998,70
5566,66
40156,63
119641,69
107177,64
24281,63
20543,67
127380,62
112207,57
73808,63
33345,71
83814,70
83866,70
90627,63
79349,80
105566,65
17121,73
83213,71
123905,65
16659,74
52851,67
29182,50
41990,61
67769,69
69511,67
4825,67
12886,56
42746,59
61656,54
87136,66
40689,63
62058,52
73099,64
67615,70
74824,62
14854,48
87243,66
93444,59
70785,66
36976,67
45854,82
25009,62
57326,63
119950,69
8269,63
81531,73
60674,57
20193,68
26500,59
128350,60
105342,65
70130,67
74770,62
89822,64
19207,69
66265,71
124843,64
54910,65
105215,65
123262,65
77830,55
52540,67
61237,55
131881,51
91147,62
120808,68
59549,59
88540,65
26538,59
53345,67
122666,66
109419,61
21213,66
55099,65
93716,59
99420,72
56534,64
114855,78
57189,63
12790,56
38601,65
19926,68
68603,68
65626,72
5488,66
107317,63
63052,79
32836,72
5298,66
73137,64
124955,64
112261,56
25775,61
125837,63
110045,60
89879,64
11793,58
60667,57
41187,62
71592,65
47426,75
4628,67
118290,71
21089,67
48339,73
108489,62
105475,65
76609,58
45303,51
87218,66
47570,75
41561,61
9654,61
26953,58
5354,66
39746,64
51137,69
91169,62
125818,63
97872,75
83721,70
31492,74
59959,59
127916,61
67356,70
67955,69
65470,72
107484,63
54229,66
14168,52
70342,67
117820,71
62324,49
16402,75
120079,68
50699,70
107465,63
79457,80
849,75
109106,62
50671,70
32463,72
122803,66
106624,64
80282,76
101193,69
116082,74
42475,60
108664,62
109200,61
12604,57
65270,73
3798,68
60840,56
56601,63
105538,65
217,80
132070,49
20002,68
106280,64
51431,69
125035,64
121215,67
85683,68
51295,69
47074,76
67673,69
113970,49
6908,64
58405,61
66743,71
99460,72
9202,62
19184,69
56422,64
27281,58
105545,65
36917,67
99506,72
124941,64
106862,64
1483,73
7381,64
51519,69
93782,58
110180,60
58068,62
5159,66
95530,53
38722,65
107626,63
80176,76
121010,67
111199,59
86949,67
106503,64
6588,65
36419,67
91094,63
29769,80
119335,69
48007,74
49223,72
3342,69
12003,58
97369,76
21015,67
110310,60
14135,52
121466,67
35408,68
36728,67
19046,69
74182,62
91055,63
114631,79
37989,66
7746,63
83428,70
42400,60
61749,53
83327,71
96640,79
117999,71
54604,65
113833,50
109814,61
24795,62
103149,67
24402,63
63527,77
47318,75
132047,49
33312,71
101655,69
82353,72
82967,71
84495,69
12400,57
2726,70
104273,66
105348,65
113277,53
27992,56
124070,65
82154,72
110315,60
90081,64
88638,65
94396,57
131837,51
48181,73
9978,61
68217,69
37960,66
16806,74
50740,70
9193,62
114538,80
58564,61
12196,57
112020,57
123716,65
36901,67
43268,58
84872,69
125991,63
30584,76
23106,64
43209,58
4188,68
39592,64
69234,68
71038,66
118059,71
76662,58
16181,76
89334,64
27011,58
49127,72
131482,53
4913,67
95621,52
123910,65
2948,70
2842,70
45994,80
125618,63
115688,75
6186,65
98247,74
10601,60
71753,65
27561,57
120033,68
18538,70
14408,51
22300,65
86384,67
107914,63
40050,63
89120,65
24848,62
27752,57
29737,81
96963,78
49499,71
14541,50
6680,64
38172,65
77538,56
84188,69
23885,63
39333,64
93404,59
73655,63
126668,62
40792,62
48714,72
47527,75
91402,62
48016,74
130493,56
100936,70
89654,64
22608,65
71296,66
77953,54
128702,60
50238,70
124195,65
39443,64
73839,63
73104,64
126512,63
125478,63
63777,76
101291,69
49025,72
125997,63
19858,68
122179,66
44051,56
102374,68
10670,60
16451,75
128957,60
42911,59
3272,69
47910,74
123924,65
109486,61
49787,71
25411,61
72900,64
89278,64
130369,57
13105,55
131007,55
37106,67
84255,69
23906,63
66680,71
5891,65
60793,57
129598,58
5392,66
28759,53
16935,73
108316,62
39218,64
41640,61
96610,79
94679,56
71983,65
69253,68
129128,59
50007,70
117855,71
12095,57
11659,58
51899,68
128542,60
122835,66
72651,64
63897,76
76913,58
9626,61
35696,68
5348,66
116726,73
44370,55
113267,53
108601,62
79730,78
37047,67
43759,57
102519,68
97061,77
91530,62
13311,55
87376,66
118038,71
49428,71
924,75
109298,61
36193,67
53385,67
93736,58
74578,62
116907,73
120430,68
5141,66
18206,71
53363,67
126375,63
92187,61
76376,59
123995,65
32033,73
33539,71
27639,57
63370,77
67603,70
22824,65
112916,55
5386,66
86858,67
10675,60
53226,67
89215,64
5005,66
129982,57
99176,72
36584,67
12186,57
99828,71
74461,62
11326,59
122892,66
125756,63
90554,63
94070,58
113225,53
30442,77
54271,66
124990,64
70074,67
6033,65
56925,63
56227,64
85963,68
71254,66
91537,62
51140,69
79022,84
125598,63
97864,75
94747,56
93888,58
33195,71
106146,65
78156,54
54994,65
106293,64
112704,55
77625,56
132069,49
76924,58
1938,72
15515,79
121661,67
60627,57
62318,50
18039,71
90842,63
57461,62
85512,68
76703,58
118738,70
117866,71
57566,62
4684,67
125733,63
82441,72
129148,59
69979,67
59558,59
84214,69
125794,63
107053,64
20354,68
98654,73
97052,77
88681,65
64192,75
43532,57
66935,70
80096,77
68804,68
4067,68
26714,59
55908,64
107179,64
69663,67
29741,81
92850,60
88762,65
89700,64
85420,68
14186,52
110153,60
130518,56
50771,69
83462,70
19341,69
69102,68
95476,53
25671,61
48552,73
28065,56
45563,47
57159,63
27429,57
63750,76
86433,67
43413,58
98229,74
57439,63
104597,66
109637,61
33689,70
67456,70
1789,72
51598,69
56442,64
10596,60
29127,51
49542,71
67195,70
68857,68
37504,66
115580,75
28556,54
91920,62
105405,65
102017,69
63970,75
59858,59
8846,62
124599,64
11368,59
65875,72
23445,64
17890,71
24670,62
44078,56
98800,73
108947,62
131761,52
50111,70
16593,74
118837,70
99956,71
98355,74
42258,60
44538,55
48460,73
131171,54
126551,62
26912,59
25210,62
36509,67
48445,73
115103,77
23321,64
130922,55
34450,69
81791,73
95698,52
104955,66
310,79
13098,55
61975,52
99329,72
54218,66
96515,80
72424,64
110838,59
53622,66
13964,53
39036,64
110093,60
56012,64
121230,67
94729,56
50077,70
117513,72
97913,75
99175,72
131951,50
105535,65
97807,75
93691,59
81211,74
96444,81
127298,62
27383,57
129323,59
12124,57
99291,72
19156,69
34130,70
34374,70
17392,72
34554,69
87193,66
75503,60
10861,59
38040,66
17996,71
88715,65
123130,66
95547,53
83060,71
121658,67
2621,70
53201,67
41099,62
131174,54
29753,81
120117,68
53218,67
119856,69
52586,67
100026,71
39683,64
113117,54
29497,84
72974,64
102077,68
108371,62
84040,70
66736,71
58140,62
34033,70
57182,63
61112,56
8011,63
117681,71
104147,66
87555,66
28830,53
45831,82
74349,62
64387,74
73056,64
10882,59
62097,51
62685,82
98802,73
415,78
11327,59
97930,75
22228,65
14600,50
71427,65
105599,65
21252,66
58549,61
62973,79
119344,69
104790,66
41844,61
33481,71
38054,66
82900,71
78639,51
123456,65
98951,73
5164,66
92758,60
72730,64
42942,59
99922,71
117928,71
54592,65
70656,66
2056,72
49986,70
42854,59
67947,69
124855,64
15461,79
2360,71
94712,56
22020,65
26702,59
128843,60
61748,53
14804,49
106629,64
98118,74
95691,52
4617,67
90770,63
48072,73
48856,72
97220,77
105050,66
16178,76
67795,69
33686,70
78622,51
44377,55
34706,69
103171,67
30556,76
4055,68
130835,55
35190,69
18043,71
131359,53
119628,69
16779,74
61317,55
16054,76
53231,67
127101,62
88266,65
6151,65
21761,66
30918,76
85074,68
55871,64
93799,58
74100,62
14034,53
108752,62
21540,66
35968,68
54042,66
35288,68
96847,78
102475,68
82131,72
34139,70
91494,62
30346,77
107522,63
54480,66
54259,66
57307,63
85514,68
55863,64
33447,71
79657,78
30504,77
67254,70
131770,52
111158,59
99229,72
97465,76
22779,65
109748,61
51891,68
50000,70
92142,61
69807,67
110138,60
94496,57
85630,68
34784,69
116985,72
86745,67
47029,76
112528,56
40099,63
84647,69
106327,64
10735,60
98718,73
117646,71
86851,67
69622,67
125904,63
111983,57
64998,73
41360,62
1701,73
40662,63
32388,72
111671,58
53315,67
103441,67
91116,63
104798,66
100431,70
45561,47
15165,82
106283,64
104134,66
111608,58
110033,60
62157,51
110189,60
100718,70
10373,60
37210,66
114805,78
36144,67
131263,54
109478,61
64649,74
42649,59
58172,62
48062,73
44264,55
18049,71
15896,77
115371,76
66260,71
33496,71
26432,59
124388,64
78972,86
62387,48
10967,59
111928,57
30734,76
125832,63
10878,59
58636,61
98957,73
113509,52
92196,61
1197,74
2237,71
8525,62
96389,81
21047,67
86841,67
91743,62
53083,67
124280,65
7654,63
77099,57
10754,60
16673,74
75715,60
108657,62
79931,77
73948,63
48088,73
100349,71
22144,65
90516,63
14161,52
69272,68
122621,66
65183,73
103979,67
78372,53
30309,77
130806,55
87496,66
23958,63
74519,62
20894,67
113644,51
4984,67
111438,58
54212,66
74745,62
103754,67
58323,61
87875,66
49747,71
382,79
73921,63
11839,58
67418,70
22510,65
32391,72
26160,60
78104,54
129159,59
38966,65
123112,66
12069,58
43622,57
95443,53
101047,70
15422,79
64140,75
21042,67
37352,66
26867,59
72132,65
129710,58
117832,71
112086,57
22350,65
124565,64
12515,57
87133,66
1998,72
68907,68
89236,64
121189,67
28821,53
85145,68
27271,58
123587,65
5711,66
104346,66
117479,72
15864,77
113574,52
30196,78
109437,61
4653,67
51415,69
117988,71
104419,66
24555,62
61972,52
655,76
63318,77
80294,76
113467,52
120524,68
59156,60
130323,57
120582,68
29603,82
113702,51
79251,81
54830,65
70893,66
40030,63
92684,60
34338,70
120147,68
88441,65
87247,66
94888,56
10859,59
31812,73
124566,64
96518,80
45052,52
24528,63
39951,63
104473,66
75952,60
28473,54
91847,62
15013,88
69314,68
42759,59
88226,65
56639,63
91222,62
51659,68
17111,73
11222,59
102290,68
114933,77
66817,71
96557,80
120343,68
4632,67
127758,61
14269,52
81960,73
