,overall
48485,73
65820,72
105756,65
57810,62
39099,64
89496,64
50185,70
111280,59
110719,59
126675,62
116473,73
51182,69
52771,67
91243,62
87908,66
100514,70
85079,68
88419,65
101747,69
68607,68
62339,49
24905,62
17193,73
48505,73
4098,68
8882,62
65964,72
88033,66
58609,61
101298,69
21174,66
96197,85
87512,66
107698,63
88437,65
100348,71
40346,63
58246,61
107569,63
80987,74
41838,61
61322,55
67203,70
42712,59
127838,61
102230,68
55365,65
95021,55
79410,80
17371,72
14402,51
19215,69
42306,60
11997,58
69617,67
43288,58
76202,59
92180,61
104144,66
15115,83
22922,64
77486,56
78536,52
13045,56
57653,62
32054,73
29782,80
14339,51
79131,83
87337,66
60185,58
53977,66
98103,74
96525,80
101870,69
125382,64
5809,65
21456,66
44539,55
130019,57
122287,66
123520,65
30908,76
84285,69
113068,54
35754,68
67679,69
65253,73
57742,62
90595,63
87865,66
54790,65
90757,63
36612,67
69382,67
65034,73
123187,65
72935,64
113518,52
80364,76
78599,51
5728,66
55734,64
12858,56
6922,64
85233,68
62180,51
31754,74
57553,62
28048,56
129851,58
18643,70
18681,70
125773,63
72182,65
54265,66
10388,60
86363,67
129315,59
50306,70
78133,54
22665,65
3524,69
92049,61
31446,74
83666,70
114394,81
70840,66
913,75
67251,70
43196,58
63263,78
30223,78
74468,62
6974,64
122282,66
38305,65
24086,63
66891,70
4565,67
111108,59
95535,53
72721,64
99837,71
81892,73
71838,65
121842,67
97963,75
50133,70
3075,69
40009,63
57792,62
85009,69
45170,52
69929,67
3324,69
29814,80
124558,64
96155,86
104445,66
123622,65
87197,66
123372,65
55933,64
10725,60
4489,67
26232,60
69593,67
3084,69
16966,73
21426,66
12548,57
96943,78
114927,77
95063,55
74725,62
13807,53
57971,62
39064,64
116969,73
83516,70
111030,59
116724,73
89661,64
46411,78
104142,66
5309,66
8495,62
89445,64
50989,69
61511,54
121721,67
116184,74
119992,68
98917,73
126013,63
109566,61
77923,55
117761,71
27161,58
43812,57
113891,50
124421,64
116180,74
109623,61
16650,74
114097,88
2728,70
101270,69
67281,70
87364,66
3459,69
30312,77
75037,61
41178,62
94419,57
99781,71
25000,62
49520,71
82045,72
93520,59
34891,69
121298,67
35961,68
9824,61
96984,77
72893,64
32533,72
19040,69
75957,60
88472,65
67484,70
119207,69
22648,65
29015,51
73634,63
58101,62
107945,63
15079,84
53207,67
86900,67
19747,68
1322,74
97851,75
46493,78
114500,80
111626,58
38458,65
46752,77
100474,70
40277,63
85482,68
50126,70
8185,63
53768,66
131496,53
51031,69
70788,66
126653,62
20714,67
23917,63
98394,74
115598,75
2267,71
3565,69
108795,62
164,81
26690,59
58290,61
30601,76
23838,63
35943,68
94414,57
94929,55
45436,50
129896,58
108646,62
28612,54
117961,71
42830,59
54316,66
57897,62
55303,65
87013,66
16452,75
83360,70
55778,64
8247,63
103730,67
31208,75
14182,52
65572,72
36071,68
99505,72
45745,84
31285,75
40747,62
94472,57
116351,74
54450,66
116164,74
41008,62
4022,68
39837,64
5384,66
27789,56
32899,72
103131,67
96168,86
57288,63
116780,73
36432,67
85066,68
100261,71
67066,70
127058,62
1586,73
101341,69
41989,61
53897,66
39140,64
14950,46
24403,63
70642,66
31906,73
123858,65
87333,66
72334,64
119821,69
55493,65
128695,60
12004,58
35879,68
38944,65
71145,66
52494,68
60595,57
55001,65
2610,70
127156,62
45432,50
48031,73
84210,69
131959,50
123862,65
7765,63
23627,64
7258,64
25498,61
53647,66
83961,70
31724,74
61282,55
46215,79
107848,63
52543,67
45242,51
38403,65
12275,57
131516,53
78631,51
75582,60
37011,67
7645,63
65260,73
3059,69
41733,61
63856,76
124099,65
73046,64
36525,67
17208,73
116898,73
89048,65
75015,61
24445,63
28187,55
87690,66
97048,77
104559,66
16021,76
15547,78
108195,63
105818,65
22753,65
55975,64
81788,73
3751,68
4403,67
53853,66
110194,60
44329,55
101602,69
49046,72
68213,69
70535,66
42250,60
69892,67
19461,69
101764,69
65838,72
9239,62
94810,56
48005,74
127249,62
53134,67
117725,71
32864,72
120073,68
77650,56
13999,53
35610,68
125155,64
42141,60
128983,59
50579,70
70478,66
37058,67
17744,72
12434,57
55350,65
52704,67
41366,61
26321,60
15019,87
1058,75
99380,72
11341,59
100336,71
54733,65
36080,68
106052,65
4356,67
74006,63
31715,74
117510,72
34754,69
76396,59
64142,75
118752,70
19701,68
99858,71
67611,70
705,76
32127,73
69515,67
119716,69
13635,54
111212,59
67477,70
54318,66
21521,66
756,76
89036,65
32114,73
39137,64
57678,62
10322,60
27303,58
30011,79
115062,77
129086,59
68214,69
60585,57
93686,59
30620,76
65054,73
23022,64
33088,71
27092,58
74990,61
111892,57
92781,60
2039,72
68451,69
60516,57
1619,73
47579,75
99464,72
45332,51
17885,71
52104,68
56584,63
63169,78
73258,63
18383,70
66692,71
8562,62
6706,64
31758,74
76552,59
50315,70
10870,59
65353,73
113718,51
122951,66
99637,72
5662,66
14656,50
54439,66
48791,72
26822,59
127425,62
84270,69
122094,67
12610,56
113755,51
20211,68
37522,66
21070,67
47055,76
15594,78
44871,53
20866,67
54822,65
69923,67
24239,63
79402,80
121932,67
33526,71
39087,64
40763,62
60227,58
47988,74
128432,60
128923,60
39013,64
13956,53
47282,75
74409,62
33684,70
70538,66
60905,56
68727,68
36539,67
84356,69
4504,67
45429,50
23926,63
87704,66
62355,49
18190,71
131938,50
36822,67
11488,58
75302,61
129125,59
109230,61
33465,71
109636,61
56297,64
131300,54
29924,79
31258,75
52676,67
10085,60
25586,61
55232,65
21178,66
114196,84
866,75
7374,64
97751,75
66854,70
106864,64
99835,71
113913,50
132083,48
43254,58
40193,63
124604,64
119402,69
117483,72
98538,73
127248,62
20731,67
32915,72
104230,66
65241,73
38794,65
126634,62
75120,61
64250,75
56020,64
94944,55
99666,72
27513,57
92359,61
50146,70
33838,70
91097,63
88989,65
32648,72
42190,60
82651,72
65607,72
10239,60
15205,81
74950,61
24399,63
60441,58
106027,65
116254,74
98077,74
33942,70
21430,66
115763,75
84822,69
3206,69
92697,60
30056,79
55366,65
67507,70
17010,73
123022,66
99077,72
109448,61
24486,63
9119,62
129290,59
24,86
78937,88
59040,60
21745,66
27441,57
49315,71
85187,68
113080,54
86332,67
14191,52
107617,63
34789,69
101485,69
24009,63
93511,59
55024,65
1083,74
40296,63
69152,68
39225,64
108922,62
47779,74
115398,76
43182,58
26012,60
46175,79
89757,64
82536,72
909,75
82909,71
68450,69
70043,67
63699,76
78780,50
25391,61
108557,62
87144,66
104111,66
131353,53
21006,67
112891,55
125900,63
62580,83
72801,64
43250,58
36233,67
106087,65
36710,67
65326,73
24873,62
67809,69
53412,67
116657,73
117215,72
5731,66
110547,60
110204,60
15596,78
44997,53
63545,77
21297,66
11034,59
129241,59
82002,72
120203,68
5982,65
62045,52
15265,81
68507,68
42883,59
82266,72
131870,51
81825,73
35995,68
75012,61
47150,75
78541,52
40884,62
131877,51
91153,62
84132,70
76427,59
96960,78
104808,66
101229,69
45694,85
70545,66
122586,66
87001,67
118791,70
84817,69
16464,75
81650,73
22318,65
45507,49
29895,79
24498,63
102442,68
97879,75
99214,72
81198,74
117584,72
74041,63
7350,64
108064,63
68816,68
121578,67
97147,77
125675,63
36872,67
108220,63
56823,63
128633,60
24084,63
42095,60
120793,68
105291,65
42199,60
3935,68
69343,68
84539,69
79470,79
21881,66
95608,52
37740,66
8974,62
120925,68
49453,71
51977,68
129874,58
22051,65
82843,71
51851,68
19164,69
34843,69
21267,66
30195,78
75057,61
126615,62
129585,58
13699,54
76997,58
55817,64
6932,64
119398,69
114699,79
107045,64
50128,70
49587,71
45256,51
59677,59
57471,62
44500,55
13550,54
65375,73
130438,56
92672,60
2910,70
99745,71
75984,60
45732,84
121686,67
99852,71
74698,62
58607,61
63315,77
37668,66
126949,62
86705,67
14286,52
38299,65
47923,74
113972,49
48566,72
128761,60
9440,61
63364,77
33687,70
109807,61
123641,65
61966,52
3817,68
76498,59
99005,73
60984,56
54570,66
83356,70
95883,51
57855,62
107239,64
70552,66
14091,52
101568,69
98787,73
78350,53
24613,62
29404,90
124144,65
75467,61
18265,71
22171,65
49803,71
54922,65
21944,66
18331,70
90566,63
1873,72
89086,65
90932,63
62365,49
16251,75
131679,52
123005,66
4503,67
99959,71
106252,64
108456,62
32540,72
35342,68
51879,68
103962,67
33193,71
129754,58
55420,65
17120,73
117570,72
58981,60
15102,83
27360,58
5590,66
104145,66
86213,67
9108,62
64705,74
66788,71
52890,67
45447,50
52112,68
11730,58
71648,65
107355,63
40760,62
18524,70
40250,63
88473,65
124136,65
80305,76
110972,59
118539,70
43090,58
41912,61
4476,67
117519,72
124496,64
58806,61
31634,74
83700,70
60125,58
17653,72
39737,64
108946,62
41786,61
59413,60
6087,65
57364,63
58390,61
72074,65
128283,60
51955,68
62665,82
9883,61
123188,65
3116,69
69212,68
75535,60
68586,68
123950,65
4667,67
118013,71
60085,58
25328,61
101681,69
98024,75
53608,66
96102,48
90053,64
5651,66
44658,54
54322,66
111978,57
61141,56
75721,60
74639,62
11367,59
105495,65
96932,78
68691,68
59240,60
46947,76
101561,69
67146,70
26839,59
91977,61
61331,55
94388,57
123460,65
72385,64
50069,70
8399,63
86489,67
99198,72
119095,70
105149,65
40125,63
112357,56
59378,60
114715,78
43804,57
20604,67
84816,69
105718,65
3408,69
111106,59
84292,69
3809,68
127809,61
76286,59
63981,75
127424,62
99477,72
10467,60
110817,59
47838,74
71245,66
121040,67
1396,74
21481,66
67793,69
37932,66
34398,70
83966,70
994,75
12140,57
79788,78
19832,68
37779,66
68060,69
108894,62
113548,52
56628,63
127726,61
44183,56
15904,77
129550,58
7227,64
7195,64
112033,57
1946,72
38429,65
81038,74
120965,68
131272,54
80077,77
17551,72
38582,65
23745,63
9578,61
15603,78
118473,70
32423,72
85300,68
52964,67
21196,66
60972,56
131574,53
116479,73
96945,78
22211,65
609,77
115441,76
57236,63
41359,62
32078,73
112418,56
42033,60
34607,69
63786,76
20626,67
125330,64
79143,83
115683,75
15262,81
27576,57
63641,76
34759,69
25953,60
80148,76
77501,56
76593,58
39646,64
24313,63
97096,77
52527,67
83252,71
130954,55
107386,63
97763,75
104719,66
773,76
50727,70
4976,67
91520,62
58307,61
113517,52
49750,71
28291,55
112385,56
123583,65
97865,75
2202,71
1018,75
891,75
76876,58
99635,72
107830,63
130401,56
51111,69
37040,67
44791,54
28820,53
76870,58
35182,69
50752,69
48326,73
123580,65
70320,67
25373,61
59646,59
50728,70
17068,73
49211,72
69763,67
61555,54
25972,60
117880,71
99328,72
12287,57
129972,57
104875,66
7918,63
91929,62
87834,66
5813,65
55703,64
23488,64
34035,70
80461,75
88175,65
63252,78
112641,55
116367,73
87114,66
29847,80
87597,66
105152,65
106738,64
63687,76
103827,67
88079,66
23319,64
5842,65
55101,65
63367,77
7602,63
69172,68
105069,66
127227,62
69185,68
93852,58
122879,66
102270,68
129953,58
82276,72
33386,71
86872,67
25886,60
90079,64
72316,64
110335,60
126983,62
59544,59
43507,57
96086,48
74017,63
46845,76
105564,65
34335,70
96771,78
122253,66
93233,59
119801,69
45727,84
2606,70
73562,63
113206,53
53719,66
61151,56
5156,66
99234,72
39967,63
52312,68
76500,59
52180,68
3372,69
10210,60
62290,50
63439,77
19131,69
19751,68
118272,71
9380,61
130971,55
107563,63
84029,70
44750,54
32159,73
93167,60
88542,65
13609,54
9952,61
67027,70
28977,52
64210,75
31773,74
9614,61
114028,48
117287,72
15209,81
111220,59
6145,65
100974,70
126736,62
43383,58
31474,74
45983,81
25169,62
51477,69
66528,71
84460,69
50695,70
67512,70
79762,78
75308,61
17883,71
87361,66
89335,64
2184,71
30152,78
4621,67
7646,63
16115,76
128072,61
119911,69
95503,53
51226,69
67465,70
58915,60
33122,71
96207,84
28135,55
82393,72
75533,60
119733,69
67071,70
82477,72
123160,66
20441,67
10511,60
37542,66
51803,68
23367,64
67047,70
51181,69
127413,62
92665,60
561,77
40571,63
100271,71
124283,65
7462,64
28313,55
36305,67
57688,62
119881,69
125897,63
78737,50
38138,65
85438,68
126055,63
43401,58
42574,60
108702,62
47264,75
60113,58
79283,81
40429,63
20918,67
42828,59
1276,74
71310,66
91547,62
120417,68
26309,60
19402,69
89106,65
109440,61
64100,75
33194,71
77131,57
24606,62
28763,53
89800,64
129590,58
42460,60
106823,64
38527,65
117383,72
121340,67
10221,60
35771,68
51575,69
116392,73
109023,62
25022,62
83366,70
86401,67
87836,66
131737,52
127107,62
34919,69
124041,65
58522,61
29211,50
104441,66
65215,73
123603,65
37642,66
118672,70
53544,67
27284,58
55110,65
102100,68
102015,69
121696,67
73353,63
40728,62
89026,65
67348,70
14889,47
55987,64
64558,74
115972,74
27834,56
112030,57
49726,71
90690,63
76726,58
70010,67
14080,52
42618,59
92268,61
80237,76
128587,60
121050,67
20898,67
30708,76
128448,60
47665,74
17915,71
95144,55
117178,72
113582,52
126435,63
106168,65
122129,66
8510,62
97736,75
82401,72
118497,70
54593,65
49456,71
32451,72
50895,69
125619,63
98061,74
96833,78
104218,66
118820,70
76798,58
72494,64
126191,63
108789,62
89053,65
12992,56
40552,63
32064,73
64194,75
106175,65
8101,63
64948,73
97162,77
114581,79
13632,54
4901,67
119760,69
109957,60
64594,74
18777,70
50061,70
87482,66
111229,59
99759,71
1,92
103678,67
89586,64
125198,64
16620,74
55820,64
69708,67
1769,72
16548,75
111102,59
89598,64
90624,63
23637,64
75785,60
84186,69
56921,63
127858,61
9651,61
78471,52
34304,70
34507,69
70182,67
64595,74
101613,69
77514,56
57237,63
54002,66
98561,73
46555,77
45411,50
126522,63
59478,60
92479,61
87545,66
4490,67
40805,62
94,83
121970,67
100567,70
7634,63
11253,59
45463,49
106631,64
115923,75
13924,53
128916,60
15441,79
84628,69
126052,63
34397,70
96013,49
45606,90
19425,69
117484,72
22703,65
100986,70
119170,69
72794,64
129249,59
5775,65
27162,58
130155,57
22349,65
87660,66
30763,76
55879,64
107448,63
126789,62
100606,70
24408,63
66562,71
38867,65
26000,60
33022,71
125485,63
90047,64
78031,54
201,81
51516,69
86542,67
10638,60
89790,64
80331,76
47410,75
13855,53
116010,74
40915,62
105749,65
100520,70
118957,70
39406,64
72548,64
14710,49
104612,66
18663,70
61746,53
61688,53
127238,62
39263,64
104819,66
6014,65
29353,47
22227,65
122787,66
66138,71
16118,76
83322,71
109101,62
27119,58
808,76
48370,73
113165,54
10563,60
84034,70
59578,59
40984,62
75713,60
123882,65
100228,71
125007,64
57295,63
76387,59
121080,67
109426,61
13372,55
95241,54
112934,55
42796,59
708,76
127049,62
112118,57
31404,74
86314,67
20950,67
77270,57
88220,65
120495,68
99524,72
25821,61
40234,63
52399,68
97455,76
131855,51
7756,63
7456,64
80021,77
68169,69
56140,64
8362,63
83022,71
17466,72
9545,61
40089,63
125542,63
12417,57
2349,71
40168,63
78565,51
105295,65
39345,64
90063,64
63090,79
5150,66
76538,59
20641,67
68912,68
16592,74
58619,61
118927,70
67440,70
26147,60
96495,80
31841,73
9320,61
325,79
95566,53
103437,67
125892,63
40018,63
52496,68
26384,60
57029,63
39565,64
66993,70
22060,65
67067,70
23778,63
2599,70
119819,69
117989,71
124040,65
24598,62
82722,71
104083,66
122895,66
89718,64
41197,62
55231,65
80194,76
119943,69
54066,66
95090,55
105578,65
66115,71
82727,71
20869,67
72787,64
68277,69
2423,71
102674,68
60193,58
122858,66
39216,64
63282,78
72988,64
91076,63
52211,68
3563,69
123458,65
63934,75
105998,65
70733,66
117105,72
9107,62
67168,70
30457,77
6408,65
66827,71
128545,60
92347,61
75296,61
62518,85
24276,63
98710,73
55511,65
44892,53
103012,67
114680,79
52720,67
4475,67
80293,76
53525,67
99577,72
49130,72
110127,60
45345,51
101267,69
53639,66
108684,62
38536,65
118808,70
81026,74
1699,73
126481,63
27696,57
126620,62
78662,51
59784,59
126593,62
90779,63
115476,75
84687,69
65316,73
27280,58
66828,71
109021,62
97898,75
12619,56
49502,71
94607,56
14831,48
84397,69
787,76
15497,79
7660,63
111581,58
100215,71
100449,70
45109,52
4421,67
126457,63
17800,71
2591,70
31137,75
10269,60
8147,63
17283,73
100032,71
67129,70
31286,75
40936,62
22967,64
48161,73
32379,72
126839,62
98738,73
108591,62
81220,74
40940,62
54999,65
25795,61
52179,68
14401,51
117091,72
44198,56
3757,68
23908,63
64455,74
116923,73
54176,66
7653,63
26154,60
88868,65
94585,56
13101,55
130645,56
55166,65
23068,64
4410,67
126648,62
78739,50
64234,75
488,78
102538,68
106312,64
8876,62
50236,70
83681,70
57080,63
64575,74
23431,64
87796,66
132044,49
75110,61
115400,76
93305,59
113890,50
104581,66
75681,60
77936,54
48405,73
81302,74
103683,67
23149,64
78253,53
36531,67
64026,75
120301,68
54953,65
126322,63
37043,67
42594,59
103917,67
114729,78
101181,70
33067,71
63787,76
36147,67
25266,61
57132,63
69397,67
119578,69
56214,64
104119,66
125117,64
124918,64
63846,76
102124,68
18535,70
130192,57
24284,63
129310,59
95583,53
124073,65
60334,58
116811,73
42959,59
13193,55
63213,78
12712,56
17679,72
43971,56
81765,73
63443,77
84163,69
78855,49
108357,62
42939,59
94920,55
40243,63
56484,64
73116,64
109014,62
24127,63
45338,51
56141,64
63347,77
19992,68
15650,78
58103,62
111333,58
83388,70
57826,62
54253,66
29155,51
21086,67
107271,64
12371,57
37753,66
24708,62
15104,83
98109,74
77594,56
36078,68
23797,63
93679,59
84277,69
60491,57
75237,61
39462,64
112755,55
92615,60
91778,62
35670,68
47880,74
14038,53
36908,67
58661,61
124143,65
73308,63
30978,75
17369,72
16414,75
90898,63
60208,58
47982,74
31843,73
7357,64
91543,62
19200,69
95771,52
128418,60
51483,69
60657,57
108182,63
54921,65
19548,69
79855,78
104671,66
4155,68
79531,79
94726,56
45259,51
110053,60
112987,54
10190,60
109924,61
11897,58
22095,65
51264,69
35172,69
106656,64
53159,67
75038,61
30009,79
8932,62
18400,70
12115,57
107937,63
65079,73
37275,66
109643,61
52132,68
18210,71
4662,67
40254,63
87926,66
91529,62
97204,77
74392,62
64247,75
24019,63
32583,72
10371,60
58233,62
128596,60
99677,72
115731,75
120940,68
47183,75
1785,72
1443,73
104528,66
65147,73
78037,54
100213,71
61318,55
8229,63
106876,64
13264,55
62439,90
64907,73
14117,52
74666,62
1072,75
23356,64
14586,50
47420,75
55611,64
104130,66
90481,63
75525,60
40811,62
96267,83
84466,69
100521,70
32557,72
1412,74
110884,59
10683,60
110362,60
14313,52
39906,64
97169,77
32185,73
30580,76
13344,55
110356,60
26122,60
27141,58
22777,65
125493,63
75924,60
95235,54
49827,71
56076,64
43865,57
124548,64
51466,69
21763,66
31649,74
30515,77
129074,59
131313,54
84374,69
116260,74
60037,58
61942,52
66409,71
60203,58
16675,74
7872,63
109628,61
106278,64
93490,59
15171,82
83785,70
90285,63
24949,62
38878,65
127704,61
67843,69
88153,65
121234,67
35300,68
84915,69
126237,63
124685,64
52297,68
127359,62
38402,65
73338,63
12393,57
61047,56
116288,74
8741,62
6524,65
73756,63
13383,55
100558,70
25416,61
71506,65
8702,62
22284,65
39017,64
97579,75
120264,68
102465,68
17750,72
128972,60
64766,74
103908,67
31868,73
71410,65
113141,54
117127,72
18844,70
31100,75
48222,73
84453,69
56645,63
58717,61
107225,64
16512,75
65991,72
16305,75
37739,66
74499,62
48,84
36152,67
86537,67
9692,61
52446,68
99708,71
89429,64
116087,74
109504,61
15169,82
34819,69
112467,56
69607,67
50459,70
85254,68
498,78
75874,60
23444,64
9761,61
12185,57
48462,73
7391,64
16498,75
109407,61
110729,59
97498,76
31330,75
72990,64
25703,61
54482,66
116992,72
11502,58
60270,58
16034,76
61064,56
81053,74
100712,70
3841,68
43282,58
113444,52
115504,75
33794,70
44479,55
108160,63
114069,92
127552,61
63898,76
74836,62
87680,66
21463,66
73511,63
74546,62
19183,69
89532,64
41376,61
28189,55
52989,67
18719,70
84297,69
43472,58
73837,63
66787,71
48120,73
7191,64
64689,74
68301,69
41743,61
42900,59
20963,67
88445,65
111493,58
10482,60
92751,60
75280,61
33152,71
59099,60
19605,69
60042,58
7701,63
126402,63
118756,70
46258,79
129561,58
92483,61
97984,75
114869,78
74174,62
37687,66
70273,67
90928,63
52154,68
31249,75
60109,58
8941,62
41056,62
12787,56
122086,67
105416,65
16277,75
84529,69
108993,62
16119,76
103421,67
91663,62
27066,58
46828,76
85324,68
4726,67
24393,63
39079,64
40497,63
13503,54
73052,64
63976,75
19600,69
26449,59
31479,74
84403,69
123734,65
50358,70
117793,71
34868,69
36315,67
78956,87
43752,57
42365,60
36882,67
50559,70
59432,60
90535,63
110746,59
16736,74
27103,58
131052,55
80661,75
66060,72
38748,65
74875,61
122388,66
46342,78
20097,68
63525,77
71291,66
31986,73
114668,79
88830,65
29813,80
15197,81
92827,60
64627,74
40412,63
39235,64
118936,70
102169,68
89558,64
43113,58
106713,64
107385,63
73942,63
106723,64
44262,55
45133,52
123418,65
63006,79
117973,71
15186,81
71203,66
97181,77
81394,73
